mes,segmento,total_publicado,total_publicado_mes_anterior,origem,arquivo_origem,edicao
2012-11,automoveis,254755,277598,resumo_mensal,2012-11.pdf,119
2012-11,comerciais_leves,42245,49313,resumo_mensal,2012-11.pdf,119
