mes,segmento,total_publicado,total_publicado_mes_anterior,origem,arquivo_origem,edicao
2025-01,automoveis,123359,189839,resumo_mensal,2025-01.pdf,265
2025-01,comerciais_leves,36487,53824,resumo_mensal,2025-01.pdf,265
